OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Region
ORD-10025,2024-08-10,CUST-271,PROD-9685,Smartwatch Gen 5,Accessories,3,50.77,,
ORD-10026,03/08/2024,CUST-229,PROD-7953,Wir3l3ss Earbuds,Audio,5,130.68,,Bandung
ORD-10027,09/03/2024,CUST-678,PROD-9469,Router Wi-Fi 6,Smart Home,4,499.14,,Jakarta
ORD-10028,2024-09-12,CUST-864,PROD-1496,Portable SSD 1TB,Audio,4,411.95,0.2,Makassar
ORD-10029,2024-07-05,CUST-504,PROD-2294,Power Bank 20000mAh,Electronics,3,235.35,0.19,Jakarta
ORD-10029,2024-04-20,CUST-686,PROD-4039,Wireless Earbuds,Peripherals,4,222.13,0.06,Surabaya
ORD-10031,2024-08-31,CUST-857,PROD-4687,Smart Plug,Audio,3,247.85,0.24,Jakarta
ORD-10032,08/22/2024,CUST-488,PROD-4852,Router Wi-Fi 6,Audio,1,105.21,0.25,Bandung
ORD-10033,2024-09-01,CUST-611,PROD-7761,Gaming MOUSE,Peripherals,5,475.96,0.27,Other
ORD-10034,10/09/2024,CUST-530,PROD-9845,Headphones ANC,Peripherals,4,395.07,0.15,Bandung
ORD-10035,08/11/2024,CUST-699,PROD-7237,Smartphone Ultra,Audio,5,167.21,0.13,Jakarta
ORD-10036,2024-03-25,CUST-714,PROD-5330,Smart Plug,Audio,4,402.53,0.15,Jakarta
ORD-10037,2024-07-05,CUST-365,PROD-7829,Webcam HD,Audio,1,220.86,0.02,Bandung
ORD-10038,2024-02-02,CUST-167,PROD-8922,Webcam HD,Electronics,4,417.28,0.09,
ORD-10039,01/15/2024,CUST-587,PROD-4726,Headphones ANC,Smart Home,5,60.02,0.06,Jakarta
ORD-10039,2024-12-12,CUST-263,PROD-3508,Headphones ANC,Accessories,5,430.6,0.06,Surabaya
ORD-10041,2024-08-28,CUST-990,PROD-8192,Webcam HD,Peripherals,5,218.55,0.26,Jakarta
ORD-10042,2024-09-21,CUST-702,PROD-5525,Smartphone Ultra,Accessories,1,117.94,0.04,Bandung
ORD-10043,10/13/2024,CUST-327,PROD-6934,Headphones ANC,Accessories,3,163.7,0.04,Semarang
ORD-10044,2024-12-06,CUST-398,PROD-2133,Router Wi-Fi 6,Electronics,4,133.62,0.29,Surabaya
ORD-10045,03/10/2024,CUST-658,PROD-8982,Headphones ANC,Audio,3,484.64,,
ORD-10046,2024-10-25,CUST-533,PROD-1312,Smart Plug,Audio,1,178.52,0.13,Jakarta
ORD-10047,2024-03-31,CUST-670,PROD-5304,Smart Plug,Accessories,4,441.76,0.04,Medan
ORD-10048,2024-07-17,CUST-341,PROD-4303,Smartphone Ultra,Peripherals,2,31.14,,Bandung
ORD-10049,2024-02-13,CUST-152,PROD-9971,Smart Plug,Audio,1,204.34,0.17,Other
ORD-10049,2024-11-29,CUST-208,PROD-3676,Router Wi-Fi 6,Audio,4,175.21,,Jakarta
ORD-10051,2024-02-20,CUST-563,PROD-1955,Smart Plug,Electronics,2,353.3,0.25,
ORD-10052,2024-07-18,CUST-365,PROD-3300,Smartwatch Gen 5,Smart Home,5,81.13,0.13,Bandung
ORD-10053,2024-07-15,CUST-306,PROD-4338,Wireless Earbuds,smart home,1,362.45,0.11,Other
ORD-10054,2024-01-25,CUST-162,PROD-3291,Wireless Earbuds,Smart Home,3,73.92,0.06,
ORD-10055,22/03/2024,CUST-500,PROD-7755,Power Bank 20000mAh,Accessories,2,364.33,0.29,Medan
ORD-10056,10/21/2024,CUST-243,PROD-6147,Smartphone Ultra,Electronics,4,210.85,0.11,Bandung
ORD-10057,2024-02-02,CUST-433,PROD-6322,Mechanical Keyboard,Smart Home,5,93.41,0.29,Medan
ORD-10058,07/23/2024,CUST-666,PROD-5203,Smartwatch Gen 5,Peripherals,2,258.52,0.16,Semarang
ORD-10059,2024-02-05,CUST-983,PROD-8225,Gaming Mouse,Audio,2,59.95,,Medan
ORD-10059,2024-09-13,CUST-655,PROD-5601,Smartwatch Gen 5,Peripherals,2,479.47,0.08,Surabaya
ORD-10061,01/03/2024,CUST-859,PROD-5773,Router Wi-Fi 6,Accessories,1,112.68,0.14,Bandung
ORD-10062,2024-09-17,CUST-822,PROD-7931,Gaming MOUSE,electronics,1,214.12,0.09,Semarang
ORD-10063,2024-09-14,CUST-236,PROD-5409,Webcam HD,Smart Home,5,154.63,,Jakarta
ORD-10064,2024-01-31,CUST-698,PROD-2288,Smartphone Ultra,Smart Home,2,399.49,,Surabaya
ORD-10065,2024-05-15,CUST-488,PROD-4391,Laptop Pro X,Smart Home,3,281.85,,Jakarta
ORD-10066,2024-05-30,CUST-471,PROD-9538,Webcam HD,Electronics,1,90.87,0.21,Surabaya
ORD-10067,14/11/2024,CUST-382,PROD-8193,Mechanical Keyboard,Electronics,4,435.33,,Surabaya
ORD-10068,2024-10-23,CUST-652,PROD-2698,W3bcam HD,Peripherals,1,451.67,,Medan
ORD-10069,2024-05-17,CUST-956,PROD-6106,Mechanical Keyboard,Audio,3,485.44,0.09,Jakarta
ORD-10069,2024-01-30,CUST-853,PROD-2477,Mechanical Keyboard,Electronics,3,201.66,0.12,Bandung
ORD-10071,2024-01-06,CUST-841,PROD-5941,Smartphone Ultra,Accessories,1,90.23,0.04,Makassar
ORD-10072,07/29/2024,CUST-438,PROD-9414,Webcam HD,Audio,5,362.7,0.08,Bandung
ORD-10073,03/25/2024,CUST-431,PROD-4499,Wireless Earbuds,Electronics,1,255.03,0.15,Makassar
ORD-10074,2024-01-04,CUST-785,PROD-7424,Smartphone Ultra,Peripherals,4,30.67,0.12,Jakarta
ORD-10075,2024-03-20,CUST-974,PROD-5602,Smart Plug,audio,4,179.44,0.18,Surabaya
ORD-10076,24/07/2024,CUST-477,PROD-7293,USB-C Hub,Electronics,5,42.89,0.03,Surabaya
ORD-10077,2024-10-14,CUST-112,PROD-6770,Router Wi-Fi 6,Audio,4,254.24,0.26,Medan
ORD-10078,03/24/2024,CUST-617,PROD-9180,Smart Plug,Electronics,4,28.21,0.06,Semarang
ORD-10079,2024-04-07,CUST-400,PROD-4325,Smart Plug,Electronics,3,195.15,0.25,Bandung
ORD-10079,2024-06-12,CUST-625,PROD-5194,Laptop Pro X,Audio,2,341.42,,Surabaya
ORD-10081,2024-02-01,CUST-830,PROD-2918,Wireless Earbuds,Audio,3,131.77,0.27,
ORD-10082,2024-05-21,CUST-149,PROD-2264,Smart Plug,Accessories,2,279.61,,Jakarta
ORD-10083,2024-11-24,CUST-685,PROD-2651,Smartphone Ultra,Audio,3,411.93,0.06,Surabaya
ORD-10084,2024-10-01,CUST-532,PROD-8552,Monitor 27inch,Audio,4,405.81,0.3,Bandung
ORD-10085,2024-10-11,CUST-127,PROD-6806,USB-C Hub,smart home,5,361.22,0.08,Jakarta
ORD-10086,2024-11-02,CUST-914,PROD-7228,Webcam HD,Peripherals,4,141.2,0.0,Bandung
ORD-10087,09/01/2024,CUST-306,PROD-3239,Smartwatch G3n 5,Electronics,1,444.83,11%,
ORD-10088,2024-09-15,CUST-116,PROD-8382,Smartphone Ultra,Peripherals,4,100.16,0.04,Medan
ORD-10089,2024-08-31,CUST-891,PROD-7909,Smartphone Ultra,Audio,5,387.75,,Other
ORD-10089,2024-03-15,CUST-482,PROD-2502,Wireless Earbuds,Smart Home,1,77.53,0.02,Other
ORD-10091,08/25/2024,CUST-669,PROD-5673,Smartwatch Gen 5,Peripherals,2,315.77,,
ORD-10092,2024-02-28,CUST-451,PROD-2841,Smartph0n3 Ultra,Smart Home,1,86.92,0.17,Jakarta
ORD-10093,2024-04-25,CUST-934,PROD-3587,Webcam HD,Smart Home,1,448.44,0.05,Semarang
ORD-10094,27/11/2024,CUST-346,PROD-6433,Mechanical Keyboard,Smart Home,5,256.52,0.29,Semarang
ORD-10095,2024-08-26,CUST-609,PROD-9846,Wireless Earbuds,Audio,1,130.71,0.15,Bandung
ORD-10096,2024-02-26,CUST-803,PROD-4996,Headphones ANC,Peripherals,2,139.5,,Surabaya
ORD-10097,2024-10-30,CUST-454,PROD-3460,Gaming Mouse,Accessories,3,100.72,0.24,Medan
ORD-10098,2024-07-10,CUST-937,PROD-9201,Blu3t00th Sp3ak3r,Smart Home,5,471.49,0.03,Makassar
ORD-10099,2024-03-18,CUST-371,PROD-6278,Gaming Mouse,Electronics,4,390.77,0.08,Jakarta
ORD-10099,2024-11-08,CUST-192,PROD-4307,Power Bank 20000mAh,Accessories,4,23.31,0.27,Medan
ORD-10101,2024-05-15,CUST-835,PROD-7659,Wireless Earbuds,Audio,5,165.68,0.25,Jakarta
ORD-10102,2024-06-09,CUST-933,PROD-5758,Smartwatch Gen 5,Smart Home,2,171.25,0.02,Other
ORD-10103,2024-03-14,CUST-676,PROD-8217,Smartwatch Gen 5,Peripherals,3,136.37,0.13,Bandung
ORD-10104,2024-10-08,CUST-626,PROD-1790,Smart Plug,Peripherals,2,283.55,0.16,
ORD-10105,2024-06-14,CUST-590,PROD-9708,Smartwatch Gen 5,Accessories,4,123.08,0.16,Other
ORD-10106,2024-11-10,CUST-665,PROD-1948,Portable SSD 1TB,accessories,2,90.93,0.28,Medan
ORD-10107,2024-11-26,CUST-922,PROD-2591,Smartwatch G3n 5,Electronics,1,481.19,0.14,Medan
ORD-10108,12/01/2024,CUST-658,PROD-5670,Headphones ANC,Accessories,1,423.16,0.29,Jakarta
ORD-10109,2024-03-27,CUST-757,PROD-3137,Headphones ANC,Peripherals,5,151.29,,Surabaya
ORD-10109,17/07/2024,CUST-651,PROD-4301,Smartphone Ultra,Audio,5,325.38,0.11,Jakarta
ORD-10111,27/05/2024,CUST-992,PROD-5900,Webcam HD,Audio,4,481.62,,
ORD-10112,2024-11-20,CUST-117,PROD-9236,Webcam HD,Audio,1,454.62,0.27,Makassar
ORD-10113,08/08/2024,CUST-165,PROD-8368,Smartphone Ultra,Accessories,2,104.16,0.23,Bandung
ORD-10114,2024-10-29,CUST-902,PROD-7755,Bluetooth Speaker,Smart Home,1,485.34,0.19,Medan
ORD-10115,2024-12-18,CUST-493,PROD-6815,Power Bank 20000mAh,Peripherals,3,147.16,,Surabaya
ORD-10116,2024-08-01,CUST-445,PROD-9681,Wireless Earbuds,Smart Home,3,41.21,0.19,Makassar
ORD-10117,25/03/2024,CUST-352,PROD-7364,USB-C Hub,Audio,1,97.2,,Surabaya
ORD-10118,2024-12-19,CUST-938,PROD-5890,Wireless Earbuds,Accessories,4,86.91,0.03,Bandung
ORD-10119,2024-03-28,CUST-660,PROD-5201,Smartphone Ultra,Electronics,2,375.51,0.17,Other
ORD-10119,2024-09-17,CUST-994,PROD-8894,Bluetooth Speaker,Electronics,2,327.38,0.23,Bandung
ORD-10121,01/31/2024,CUST-859,PROD-1762,USB-C Hub,Accessories,5,133.44,,Bandung
ORD-10122,2024-05-08,CUST-807,PROD-2800,Portable SSD 1TB,Accessories,3,207.78,,Makassar
ORD-10123,2024-04-18,CUST-353,PROD-3995,Smartwatch Gen 5,Smart Home,2,231.09,,Jakarta
ORD-10124,2024-09-15,CUST-951,PROD-8397,Monitor 27inch,Accessories,4,129.7,0.1,Other
ORD-10125,01/06/2024,CUST-236,PROD-2366,Smartphone Ultra,Audio,4,85.05,0.12,Bandung
ORD-10126,2024-08-30,CUST-983,PROD-2021,Wireless Earbuds,Smart Home,3,325.88,0.12,Semarang
ORD-10127,2024-09-25,CUST-879,PROD-1111,Wireless Earbuds,Electronics,5,63.77,,Bandung
ORD-10128,01/11/2024,CUST-875,PROD-9573,Power Bank 20000mAh,Accessories,4,448.84,0.27,Surabaya
ORD-10129,2024-08-18,CUST-364,PROD-3248,Monitor 27-inch,Accessories,3,335.87,0.05,Surabaya
ORD-10129,2024-12-22,CUST-888,PROD-3981,Router Wi-Fi 6,Electronics,2,20.05,0.27,Surabaya
ORD-10131,2024-04-23,CUST-643,PROD-8369,Monitor 27inch,Accessories,3,283.49,0.0,Bandung
ORD-10132,2024-05-17,CUST-368,PROD-7967,USB-C Hub,Accessories,1,214.21,19%,Surabaya
ORD-10133,2024-09-11,CUST-340,PROD-3364,Bluetooth Speaker,Electronics,4,458.44,0.21,Surabaya
ORD-10134,2024-03-19,CUST-723,PROD-2861,Smart Plug,Peripherals,4,330.85,0.19,Semarang
ORD-10135,2024-11-30,CUST-356,PROD-3897,Portable SSD 1TB,Smart Home,2,409.62,0.27,Bandung
ORD-10136,2024-06-14,CUST-170,PROD-2543,Portable SSD 1TB,Accessories,3,386.72,0.25,Semarang
ORD-10137,2024-04-20,CUST-926,PROD-2828,Power Bank 20000mAh,Smart Home,3,405.05,0.13,Medan
ORD-10138,2024-07-18,CUST-600,PROD-3257,Smartwatch Gen 5,Audio,3,193.99,,Surabaya
ORD-10139,10/26/2024,CUST-132,PROD-8207,Wireless Earbuds,Peripherals,1,372.21,0.22,Bandung
ORD-10139,09/24/2024,CUST-701,PROD-1499,Monitor 27-inch,Audio,4,425.47,0.09,
ORD-10141,2024-11-29,CUST-470,PROD-5045,Webcam HD,Peripherals,5,428.69,0.17,Jakarta
ORD-10142,03/03/2024,CUST-371,PROD-3028,Wireless Earbuds,Audio,1,342.78,0.13,Semarang
ORD-10143,2024-10-21,CUST-897,PROD-4124,Smartph0n3 Ultra,Audio,3,221.34,0.08,Surabaya
ORD-10144,2024-05-10,CUST-697,PROD-4011,P0w3r Bank 20000mAh,Audio,4,97.32,0.2,
ORD-10145,2024-04-15,CUST-221,PROD-4985,Wireless Earbuds,Smart Home,1,227.75,0.04,Semarang
ORD-10146,26/09/2024,CUST-121,PROD-3943,Smartwatch Gen 5,Peripherals,4,56.17,0.1,Jakarta
ORD-10147,22/12/2024,CUST-508,PROD-5289,Gaming MOUSE,Audio,2,41.99,0.29,Medan
ORD-10148,2024-04-22,CUST-736,PROD-1305,Smart Plug,Peripherals,2,240.47,0.19,Surabaya
ORD-10149,2024-10-15,CUST-397,PROD-6517,Smart Plug,Audio,2,251.44,0.09,Bandung
ORD-10149,03/11/2024,CUST-335,PROD-7646,Laptop Pro X,Peripherals,4,442.52,0.12,
ORD-10151,08/21/2024,CUST-876,PROD-3681,USB-C Hub,Peripherals,2,433.27,0.28,Surabaya
ORD-10152,2024-03-16,CUST-518,PROD-1265,Headphones ANC,Accessories,1,51.12,0.21,Makassar
ORD-10153,2024-04-20,CUST-512,PROD-1917,Mechanical Keyboard,Audio,2,442.64,0.09,Bandung
ORD-10154,2024-04-21,CUST-526,PROD-3958,Portable SSD 1TB,Electronics,1,234.99,0.06,Medan
ORD-10155,10/28/2024,CUST-278,PROD-2737,Router Wi-Fi 6,Accessories,2,395.32,0.2,Other
ORD-10156,2024-10-11,CUST-840,PROD-2423,Mechanical Keyboard,Smart Home,2,289.69,0.28,Bandung
ORD-10157,2024-06-25,CUST-908,PROD-1106,USB-C Hub,Audio,2,324.44,0.23,Semarang
ORD-10158,2024-08-17,CUST-178,PROD-9866,Power Bank 20000mAh,Electronics,4,368.34,0.21,Semarang
ORD-10159,2024-11-02,CUST-354,PROD-7607,Mechanical Keyboard,Electronics,4,31.9,0.16,
ORD-10159,2024-04-13,CUST-877,PROD-9784,Mechanical Keyboard,Audio,2,213.78,0.07,Makassar
ORD-10161,2024-03-31,CUST-287,PROD-2541,Smartwatch Gen 5,Electronics,4,386.51,0.15,Jakarta
ORD-10162,2024-11-27,CUST-809,PROD-7571,Smart Plug,Accessories,1,227.84,0.09,Jakarta
ORD-10163,2024-12-08,CUST-483,PROD-8846,Router Wi-Fi 6,Audio,5,389.29,0.09,Jakarta
ORD-10164,24/09/2024,CUST-101,PROD-4722,Router Wi-Fi 6,Accessories,4,314.37,0.01,Surabaya
ORD-10165,17/06/2024,CUST-762,PROD-9636,Webcam HD,Electronics,5,291.57,0.24,Surabaya
ORD-10166,04/08/2024,CUST-853,PROD-8043,Laptop Pro X,Smart Home,1,373.87,0.26,Medan
ORD-10167,2024-08-21,CUST-383,PROD-4492,Mechanical Keyboard,Smart Home,2,215.72,0.04,Makassar
ORD-10168,2024-01-23,CUST-335,PROD-4329,Smartwatch Gen 5,Electronics,4,60.48,0.1,Bandung
ORD-10169,2024-03-02,CUST-770,PROD-9790,Mechanical Keyboard,Audio,1,364.85,0.23,Jakarta
ORD-10169,2024-09-18,CUST-300,PROD-2774,Headphones ANC,Accessories,5,47.28,0.25,Jakarta
ORD-10171,2024-05-30,CUST-974,PROD-2571,Portable SSD 1TB,electronics,1,179.08,0.17,Bandung
ORD-10172,2024-12-16,CUST-531,PROD-1842,Wireless Earbuds,smart home,1,162.01,0.12,Jakarta
ORD-10173,2024-05-17,CUST-579,PROD-6241,Bluetooth Speaker,Accessories,5,258.14,0.09,Jakarta
ORD-10174,2024-06-08,CUST-400,PROD-4543,Power Bank 20000mAh,Peripherals,2,482.96,0.27,Medan
ORD-10175,2024-02-24,CUST-662,PROD-2848,R0ut3r Wi-Fi 6,Accessories,4,441.31,0.26,Other
ORD-10176,01/10/2024,CUST-770,PROD-4198,Gaming MOUSE,Audio,5,263.89,0.01,Bandung
ORD-10177,2024-09-23,CUST-700,PROD-2077,USB-C Hub,Smart Home,4,448.16,,Bandung
ORD-10178,2024-08-03,CUST-956,PROD-8118,Webcam HD,Audio,5,83.51,0.12,Medan
ORD-10179,2024-09-14,CUST-875,PROD-1519,USB-C Hub,Audio,3,285.44,0.13,
ORD-10179,2024-09-07,CUST-987,PROD-2039,Smartphone Ultra,Smart Home,4,131.24,0.14,Jakarta
ORD-10181,2024-01-01,CUST-936,PROD-6892,Mechanical Keyboard,Audio,3,178.69,,Jakarta
ORD-10182,2024-07-08,CUST-380,PROD-1999,Smart Plug,Smart Home,4,172.63,0.17,Makassar
ORD-10183,13/03/2024,CUST-352,PROD-2608,Laptop Pro X,Electronics,1,101.78,27%,Jakarta
ORD-10184,2024-12-22,CUST-646,PROD-8635,USB-C Hub,Accessories,5,358.49,0.08,Bandung
ORD-10185,2024-05-21,CUST-796,PROD-8763,Portable SSD 1TB,Peripherals,3,497.7,0.01,Medan
ORD-10186,2024-06-12,CUST-312,PROD-7131,Headphones ANC,Smart Home,2,141.42,0.21,
ORD-10187,2024-10-25,CUST-165,PROD-9948,Monitor 27-inch,Accessories,3,242.88,0.19,Bandung
ORD-10188,2024-10-13,CUST-531,PROD-2434,Portable SSD 1TB,Smart Home,3,394.22,,Other
ORD-10189,2024-05-02,CUST-804,PROD-7236,Webcam HD,Audio,4,174.63,0.11,Makassar
ORD-10189,2024-02-15,CUST-495,PROD-9836,Monitor 27-inch,Peripherals,2,336.74,0.1,
ORD-10191,2024-11-17,CUST-818,PROD-9203,Portable SSD 1TB,Peripherals,2,32.71,0.24,Other
ORD-10192,2024-02-11,CUST-453,PROD-5131,Smartph0n3 Ultra,Electronics,3,94.14,,
ORD-10193,29/05/2024,CUST-171,PROD-8210,Router Wi-Fi 6,Audio,2,424.5,0.21,Bandung
ORD-10194,02/20/2024,CUST-527,PROD-2532,Smart Plug,Peripherals,1,475.49,0.3,Medan
ORD-10195,11/07/2024,CUST-151,PROD-1347,Power Bank 20000mAh,Audio,4,432.12,0.17,Jakarta
ORD-10196,2024-07-12,CUST-567,PROD-7227,Mechanical Keyboard,Peripherals,3,56.75,0.21,Semarang
ORD-10197,05/11/2024,CUST-334,PROD-5809,Smart Plug,Electronics,5,284.48,0.27,
ORD-10198,2024-12-08,CUST-249,PROD-8150,Bluetooth Speaker,electronics,5,441.6,0.2,Makassar
ORD-10199,2024-06-24,CUST-168,PROD-9925,Wireless Earbuds,Accessories,2,84.21,0.04,Jakarta
ORD-10199,2024-08-31,CUST-724,PROD-4703,Portable SSD 1TB,Audio,1,158.59,0.16,Surabaya
ORD-10201,2024-05-01,CUST-507,PROD-3835,USB-C Hub,Accessories,3,342.82,0.08,Other
ORD-10202,2024-06-11,CUST-500,PROD-6038,Bluetooth Speaker,Peripherals,1,139.7,0.2,Jakarta
ORD-10203,03/19/2024,CUST-273,PROD-5220,Gaming Mouse,Audio,2,300.48,0.22,Bandung
ORD-10204,2024-05-31,CUST-925,PROD-4177,Laptop Pro X,Smart Home,1,222.43,0.25,Other
ORD-10205,2024-01-18,CUST-120,PROD-2484,Smartwatch Gen 5,Smart Home,5,108.16,0.05,Bandung
ORD-10206,03/06/2024,CUST-155,PROD-2077,Smart Plug,Accessories,2,334.28,0.1,Other
ORD-10207,2024-10-08,CUST-974,PROD-6983,Portable SSD 1TB,Audio,3,295.44,0.05,Bandung
ORD-10208,2024-12-30,CUST-532,PROD-6891,USB-C Hub,audio,3,107.49,,Bandung
ORD-10209,2024-05-08,CUST-437,PROD-8946,Monitor 27inch,Smart Home,3,165.55,0.16,Makassar
ORD-10209,2024-02-20,CUST-998,PROD-6082,Laptop Pro X,Audio,1,452.31,0.24,Jakarta
ORD-10211,2024-06-01,CUST-790,PROD-7534,Router Wi-Fi 6,Audio,2,132.42,0.27,Semarang
ORD-10212,2024-05-01,CUST-503,PROD-2210,Smartwatch Gen 5,Accessories,1,316.43,0.23,Makassar
ORD-10213,01/06/2024,CUST-233,PROD-6001,Smartwatch Gen 5,Peripherals,2,272.18,0.13,Semarang
ORD-10214,26/03/2024,CUST-823,PROD-9021,Laptop Pro X,Electronics,5,59.97,0.09,
ORD-10215,2024-08-10,CUST-688,PROD-3132,Smartwatch Gen 5,Electronics,3,45.59,0.02,Makassar
ORD-10216,2024-07-23,CUST-954,PROD-4791,USB-C Hub,Audio,1,315.19,0.01,Jakarta
ORD-10217,2024-04-20,CUST-887,PROD-1435,Bluetooth Speaker,Audio,3,293.92,0.12,Medan
ORD-10218,2024-03-26,CUST-158,PROD-2575,Wireless Earbuds,Electronics,5,178.81,0.01,Bandung
ORD-10219,2024-10-28,CUST-624,PROD-8155,Smartphone Ultra,Smart Home,3,199.14,,Jakarta
ORD-10219,2024-02-11,CUST-273,PROD-8912,Bluetooth Speaker,Accessories,5,105.78,0.25,Jakarta
ORD-10221,2024-02-27,CUST-594,PROD-2722,USB-C Hub,Smart Home,3,113.42,0.17,Makassar
ORD-10222,2024-12-16,CUST-400,PROD-7986,Laptop Pro X,Accessories,1,284.27,0.17,
ORD-10223,2024-06-20,CUST-767,PROD-9501,Gaming M0us3,Peripherals,2,84.49,1%,Jakarta
ORD-10224,10/14/2024,CUST-445,PROD-8980,Portable SSD 1TB,Smart Home,2,382.34,0.14,Bandung
ORD-10225,2024-07-02,CUST-743,PROD-9597,Router Wi-Fi 6,Smart Home,3,328.47,0.09,Bandung
ORD-10226,09/08/2024,CUST-621,PROD-8520,Monitor 27inch,Audio,5,237.6,0.16,Surabaya
ORD-10227,2024-01-11,CUST-854,PROD-9853,Headphones ANC,Peripherals,2,412.0,0.09,Jakarta
ORD-10228,01/28/2024,CUST-918,PROD-3067,Portable SSD 1TB,Peripherals,3,49.89,0.14,Semarang
ORD-10229,01/12/2024,CUST-197,PROD-1101,Smartwatch Gen 5,Smart Home,3,465.28,0.14,
ORD-10229,2024-09-27,CUST-576,PROD-5279,Monitor 27inch,Electronics,2,279.8,0.09,Bandung
ORD-10231,2024-07-26,CUST-950,PROD-5527,Smartphone Ultra,Electronics,4,213.34,0.1,
ORD-10232,2024-11-26,CUST-780,PROD-9469,Router Wi-Fi 6,Smart Home,2,473.47,0.06,Surabaya
ORD-10233,2024-10-28,CUST-952,PROD-6685,Webcam HD,Peripherals,3,188.34,,Bandung
ORD-10234,04/27/2024,CUST-972,PROD-6159,Portable SSD 1TB,Audio,3,58.45,0.13,Jakarta
ORD-10235,10/18/2024,CUST-774,PROD-4761,Laptop Pro X,Electronics,1,107.47,0.28,Semarang
ORD-10236,2024-11-08,CUST-814,PROD-4468,Monitor 27inch,Electronics,4,194.52,,Jakarta
ORD-10237,05/03/2024,CUST-641,PROD-6177,Mechanical Keyboard,Peripherals,2,117.34,0.29,Other
ORD-10238,05/16/2024,CUST-454,PROD-4778,Router Wi-Fi 6,Electronics,5,317.98,0.23,Bandung
ORD-10239,2024-06-06,CUST-739,PROD-9479,Mechanical Keyboard,Electronics,5,267.86,0.19,Makassar
ORD-10239,2024-02-05,CUST-883,PROD-9093,Wireless Earbuds,Smart Home,1,246.39,17%,Medan
ORD-10241,10/31/2024,CUST-593,PROD-7761,Monitor 27inch,Accessories,3,387.29,0.09,Makassar
ORD-10242,07/06/2024,CUST-447,PROD-2608,Power Bank 20000mAh,Peripherals,2,132.8,,Makassar
ORD-10243,2024-07-23,CUST-419,PROD-2063,Monitor 27-inch,Peripherals,3,442.34,0.11,Jakarta
ORD-10244,03/19/2024,CUST-183,PROD-3654,Router Wi-Fi 6,Audio,5,130.78,0.04,Surabaya
ORD-10245,2024-05-18,CUST-478,PROD-5238,USB-C Hub,Audio,3,244.59,1%,Jakarta
ORD-10246,01/11/2024,CUST-389,PROD-2126,Bluetooth Speaker,Smart Home,4,111.64,0.17,Makassar
ORD-10247,04/08/2024,CUST-304,PROD-6258,Headphones ANC,Smart Home,5,439.68,0.03,Bandung
